Time,EMG Value
1734578252.24528,44
1734578252.2969165,46
1734578252.3469832,45
1734578252.3968956,45
1734578252.4470212,45
1734578252.496825,46
1734578252.5470736,46
1734578252.596837,47
1734578252.6529148,49
1734578252.7205431,48
1734578252.7464523,45
1734578252.7966044,48
1734578252.8534307,50
1734578252.9022298,47
1734578252.9463968,49
1734578252.9964924,49
1734578253.0469718,48
1734578253.0972123,48
1734578253.1531565,49
1734578253.1956549,48
1734578253.2459679,49
1734578253.3039477,47
1734578253.346706,47
1734578253.396869,47
1734578253.4532044,46
1734578253.503163,46
1734578253.5531538,47
1734578253.5971859,47
1734578253.6471574,46
1734578253.6968186,44
1734578253.752905,43
1734578253.8026698,44
1734578253.8537092,43
1734578253.896747,45
1734578253.9464672,50
1734578253.9970193,50
1734578254.047117,51
1734578254.1075182,49
1734578254.1558146,49
1734578254.1969593,55
1734578254.247168,53
1734578254.2968903,51
1734578254.3575199,48
1734578254.4055698,49
1734578254.4550884,46
1734578254.5120902,50
1734578254.562028,50
1734578254.6003017,50
1734578254.6537406,51
1734578254.7134204,53
1734578254.7621465,51
1734578254.811098,51
1734578254.846944,49
1734578254.913704,50
1734578254.9620185,48
1734578255.0120368,48
1734578255.0463574,48
1734578255.1131983,47
1734578255.1637297,49
1734578255.2132075,50
1734578255.263917,54
1734578255.3134723,48
1734578255.3634572,47
1734578255.41313,49
1734578255.465412,54
1734578255.513469,58
1734578255.563045,53
1734578255.6122253,51
1734578255.6638048,52
1734578255.7131903,47
1734578255.7620625,49
1734578255.814062,48
1734578255.8654017,53
1734578255.9141173,54
1734578255.962715,54
1734578256.0136461,49
1734578256.0638666,50
1734578256.1132402,52
1734578256.163048,52
1734578256.2197065,52
1734578256.2768314,50
1734578256.3138664,50
1734578256.363657,50
1734578256.4142618,50
1734578256.4664512,48
1734578256.5131795,53
1734578256.564682,49
1734578256.6202817,50
1734578256.67001,50
1734578256.714141,50
1734578256.7640734,47
1734578256.8207374,47
1734578256.8700461,47
1734578256.9140658,47
1734578256.965943,48
1734578257.013981,47
1734578257.0706642,47
1734578257.1202228,49
1734578257.1706703,48
1734578257.219472,53
1734578257.2642424,49
1734578257.3265867,48
1734578257.3746204,46
1734578257.4222171,46
1734578257.4665377,45
1734578257.5207527,45
1734578257.564043,44
1734578257.6145089,45
1734578257.6774971,45
1734578257.713725,46
1734578257.7768018,45
1734578257.8180375,48
1734578257.879372,48
1734578257.9270048,45
1734578257.9685824,44
1734578258.0208313,45
1734578258.080182,45
1734578258.1289089,52
1734578258.1775913,52
1734578258.2311268,52
1734578258.2801938,51
1734578258.3288627,57
1734578258.37898,57
1734578258.4288857,57
1734578258.4800277,58
1734578258.528996,57
1734578258.5801234,55
1734578258.6294134,57
1734578258.681376,55
1734578258.7309663,52
1734578258.780619,51
1734578258.8315248,48
1734578258.880372,49
1734578258.9303575,49
1734578258.9804168,52
1734578259.0290442,54
1734578259.0808,58
1734578259.1289268,59
1734578259.1860895,55
1734578259.230832,52
1734578259.2810943,50
1734578259.33116,50
1734578259.3813026,53
1734578259.4306803,52
1734578259.4820805,52
1734578259.5369794,50
1734578259.586013,53
1734578259.6311722,54
1734578259.6819623,54
1734578259.730601,52
1734578259.7824821,54
1734578259.830979,56
1734578259.8825958,56
1734578259.9303734,56
1734578259.9828055,57
1734578260.0349855,55
1734578260.0870507,54
1734578260.137557,54
1734578260.1871238,63
1734578260.236905,58
1734578260.2871199,56
1734578260.3377368,60
1734578260.3836067,59
1734578260.4377594,67
1734578260.4870796,63
1734578260.5307336,54
1734578260.5842855,56
1734578260.643839,55
1734578260.6846495,55
1734578260.7303598,52
1734578260.7861316,55
1734578260.8449993,58
1734578260.8876953,59
1734578260.9307146,55
1734578260.99219,57
1734578261.0377846,57
1734578261.0877852,54
1734578261.1313167,52
1734578261.185738,52
1734578261.2458014,55
1734578261.2890923,53
1734578261.330473,53
1734578261.3971515,55
1734578261.4469364,54
1734578261.4958243,53
1734578261.5404234,55
1734578261.5957792,55
1734578261.6474743,56
1734578261.6957996,52
1734578261.7458637,52
1734578261.7979882,50
1734578261.8468785,52
1734578261.8957164,49
1734578261.9478607,50
1734578261.9978142,51
1734578262.0474906,50
1734578262.0983093,52
1734578262.1473007,54
1734578262.1958125,53
1734578262.2464592,51
1734578262.2964778,52
1734578262.3465662,50
1734578262.395861,50
1734578262.4457695,49
1734578262.5002322,51
1734578262.547101,52
1734578262.5957875,50
1734578262.6472917,48
1734578262.697293,49
1734578262.747652,46
1734578262.7976944,46
1734578262.8473582,45
1734578262.8971653,47
1734578262.9482343,46
1734578262.9985666,48
1734578263.0483077,47
1734578263.0980253,49
1734578263.1535914,50
1734578263.1978111,46
1734578263.2476277,50
1734578263.304262,47
1734578263.3538117,45
1734578263.397701,48
1734578263.4477153,47
1734578263.5046701,46
1734578263.5477653,48
1734578263.597797,46
1734578263.6479242,47
1734578263.7047348,48
1734578263.7539282,48
1734578263.8040824,51
1734578263.8484123,52
1734578263.8978906,61
1734578263.9477143,54
1734578264.0072029,57
1734578264.0560906,54
1734578264.097257,53
1734578264.154498,53
1734578264.2111204,64
1734578264.2543938,59
1734578264.2980053,58
1734578264.362686,53
1734578264.4121594,53
1734578264.4536364,53
1734578264.5037992,52
1734578264.5627196,49
1734578264.6126616,50
1734578264.661198,50
1734578264.7105496,80
1734578264.763897,67
1734578264.8138082,71
1734578264.8626492,63
1734578264.9118578,64
1734578264.962685,58
1734578265.0139866,83
1734578265.0626163,75
1734578265.1142395,61
1734578265.164409,57
1734578265.2139447,54
1734578265.2638927,54
1734578265.3126385,52
1734578265.3627205,50
1734578265.4207315,49
1734578265.4626193,56
1734578265.5142057,57
1734578265.5642576,56
1734578265.6140342,53
1734578265.6639526,52
1734578265.714478,53
1734578265.7638195,52
1734578265.8140554,52
1734578265.8638391,52
1734578265.9158936,51
1734578265.966153,50
1734578266.0141542,52
1734578266.0703793,52
1734578266.1139114,51
1734578266.1642725,52
1734578266.2140667,54
1734578266.264568,52
1734578266.3207088,53
1734578266.3639247,49
1734578266.4147825,51
1734578266.4708676,55
1734578266.5209062,58
1734578266.5647497,52
1734578266.6144094,55
1734578266.6644137,51
1734578266.7141812,52
1734578266.7642136,51
1734578266.8233669,56
1734578266.864702,53
1734578266.9204347,64
1734578266.9666834,58
1734578267.0208886,60
1734578267.0703833,56
1734578267.120701,55
1734578267.1705058,59
1734578267.2177856,60
1734578267.2672994,64
1734578267.3147786,58
1734578267.371383,52
1734578267.4141016,52
1734578267.4664543,54
1734578267.5199764,54
1734578267.5780563,53
1734578267.626777,52
1734578267.6640482,59
1734578267.7296484,53
1734578267.7789106,56
1734578267.8273892,53
1734578267.8639894,51
1734578267.9295402,51
1734578267.9795372,50
1734578268.028631,53
1734578268.0812755,54
1734578268.1293998,50
1734578268.1789227,55
1734578268.2294836,51
1734578268.280822,57
1734578268.329512,56
1734578268.3782427,53
1734578268.4293554,56
1734578268.4815803,53
1734578268.530046,53
1734578268.5795436,50
1734578268.630645,47
1734578268.6814244,49
1734578268.731665,50
1734578268.7807925,53
1734578268.8295453,53
1734578268.8830764,52
1734578268.9286344,52
1734578268.979501,49
1734578269.030884,50
1734578269.0810957,50
1734578269.131505,52
1734578269.1811025,50
1734578269.2306974,48
1734578269.2812123,51
1734578269.3306558,47
1734578269.3875425,48
1734578269.4611719,52
1734578269.4826741,55
1734578269.531544,52
1734578269.5815775,54
1734578269.6342967,56
1734578269.6815836,58
1734578269.7314217,55
1734578269.7871165,55
1734578269.8311267,55
1734578269.8808005,55
1734578269.9371858,56
1734578269.9873183,53
1734578270.0307536,52
1734578270.088324,53
1734578270.1374173,54
1734578270.1817136,53
1734578270.2382007,54
1734578270.2883234,52
1734578270.3374796,52
1734578270.3821344,51
1734578270.431072,55
1734578270.4811316,81
1734578270.5414112,72
1734578270.6060934,69
1734578270.632535,68
1734578270.6915467,73
1734578270.740944,66
1734578270.7813911,69
1734578270.8367212,62
1734578270.8898463,69
1734578270.937967,73
1734578270.9814441,77
1734578271.043326,64
1734578271.0963774,62
1734578271.1400332,61
1734578271.1812723,68
1734578271.246523,71
1734578271.2973883,111
1734578271.3463879,105
1734578271.3944502,78
1734578271.4474528,75
1734578271.4976575,69
1734578271.546376,66
1734578271.5963342,62
1734578271.646724,65
1734578271.6982338,65
1734578271.7478356,64
1734578271.798052,63
1734578271.8500671,62
1734578271.8974319,64
1734578271.9480479,61
1734578271.9977705,62
1734578272.0455382,62
1734578272.0983803,62
1734578272.1481085,62
1734578272.1986146,64
1734578272.250305,57
1734578272.2980485,58
1734578272.3539557,57
1734578272.3978598,57
1734578272.447843,55
1734578272.497639,59
1734578272.548205,60
1734578272.598354,56
1734578272.6473877,60
1734578272.6964464,55
1734578272.7476525,55
1734578272.8041568,58
1734578272.8524191,58
1734578272.8977065,59
1734578272.9474094,55
1734578273.0019567,59
1734578273.0482235,56
1734578273.0980973,57
1734578273.1550307,58
1734578273.2041922,57
1734578273.2540255,56
1734578273.298097,55
1734578273.3554945,58
1734578273.4043314,61
1734578273.454053,58
1734578273.5041578,56
1734578273.5479598,54
1734578273.5976417,52
1734578273.647585,55
1734578273.698005,56
1734578273.7550118,51
1734578273.7981913,54
1734578273.860819,50
1734578273.898262,50
1734578273.9470944,48
1734578274.0051634,48
1734578274.0542607,46
1734578274.104942,46
1734578274.1471398,45
1734578274.2132235,44
1734578274.254983,45
1734578274.2971256,49
1734578274.360728,46
1734578274.4138088,45
1734578274.463208,43
1734578274.511926,46
1734578274.5477695,45
1734578274.6133053,48
1734578274.6631503,46
1734578274.7132385,44
1734578274.7620318,44
1734578274.8143895,43
1734578274.8631854,44
1734578274.913573,45
1734578274.9624755,44
1734578275.0143445,44
1734578275.0647948,44
1734578275.1142912,45
1734578275.164446,45
1734578275.2144217,46
1734578275.2637045,48
1734578275.3151433,48
1734578275.365477,47
1734578275.4157724,49
1734578275.4663427,49
1734578275.5142946,48
1734578275.564637,45
1734578275.6148367,46
1734578275.6644993,50
1734578275.7138214,49
1734578275.7655652,50
1734578275.8157418,50
1734578275.8632784,49
1734578275.9149365,51
1734578275.9672134,53
1734578276.0160303,53
1734578276.0642638,50
1734578276.1211298,50
1734578276.16514,53
1734578276.215223,57
1734578276.2643478,57
1734578276.3152485,56
1734578276.3715703,55
1734578276.4153478,55
1734578276.4665549,55
1734578276.5195575,53
1734578276.5714698,55
1734578276.6210308,55
1734578276.664938,52
1734578276.7153888,52
1734578276.765178,54
1734578276.8242047,53
1734578276.8649201,55
1734578276.915863,54
1734578276.9717884,55
1734578277.020968,55
1734578277.064672,54
1734578277.1175246,49
1734578277.1651387,53
1734578277.2201993,62
1734578277.2702556,58
1734578277.3164606,58
1734578277.3707721,59
1734578277.4167411,55
1734578277.4775562,54
1734578277.5171692,52
1734578277.5800414,57
1734578277.629387,60
1734578277.6651735,54
1734578277.727314,56
1734578277.7801335,52
1734578277.830088,53
1734578277.8649473,52
1734578277.931372,54
1734578277.9800878,53
1734578278.0301092,54
1734578278.0799587,51
1734578278.131186,53
1734578278.1815486,50
1734578278.2315135,51
1734578278.280159,50
1734578278.332034,51
1734578278.3823833,50
1734578278.4313374,50
1734578278.4814632,83
1734578278.5315974,83
1734578278.5814598,71
1734578278.631527,71
1734578278.6815572,69
1734578278.7300138,62
1734578278.782514,60
1734578278.8312624,64
1734578278.880112,93
1734578278.9311075,111
1734578278.9800773,90
1734578279.0300746,83
1734578279.0801516,73
1734578279.1315012,79
1734578279.1816628,79
1734578279.231784,69
1734578279.2881606,66
1734578279.3319893,61
1734578279.3820946,63
1734578279.437704,60
1734578279.4835532,59
1734578279.5377614,60
1734578279.58234,53
1734578279.6316319,58
1734578279.6824064,52
1734578279.7321756,55
1734578279.781838,52
1734578279.8321931,53
1734578279.8818383,50
1734578279.9381819,53
1734578279.9881518,52
1734578280.0319684,51
1734578280.0886712,51
1734578280.1382556,48
1734578280.1881745,48
1734578280.2387507,50
1734578280.2886722,50
1734578280.3327568,49
1734578280.3886049,50
1734578280.431772,51
1734578280.4813797,50
1734578280.5395982,55
1734578280.5886087,49
1734578280.6314402,49
1734578280.6873574,49
1734578280.7456617,49
1734578280.7942927,47
1734578280.8314934,47
1734578280.8873723,49
1734578280.9527018,46
1734578280.9821203,46
1734578281.0386589,48
1734578281.0969446,47
1734578281.1469057,45
1734578281.1949706,48
1734578281.2432947,47
1734578281.2982585,46
1734578281.3469517,48
1734578281.3969617,47
1734578281.4455955,47
1734578281.4997478,72
1734578281.5487194,66
1734578281.5970228,66
1734578281.6485689,58
1734578281.6986513,58
1734578281.747975,55
1734578281.796925,54
1734578281.8481524,51
1734578281.898343,53
1734578281.9487412,58
1734578281.9982603,57
1734578282.048579,56
1734578282.0969443,60
1734578282.1475694,60
1734578282.1991975,56
1734578282.2490735,56
1734578282.2970326,61
1734578282.3535116,130
1734578282.3986254,92
1734578282.4481096,79
1734578282.5027568,70
1734578282.5482166,64
1734578282.604636,63
1734578282.6483643,60
1734578282.6990747,59
1734578282.747909,74
1734578282.8045468,64
1734578282.848696,57
1734578282.904965,56
1734578282.9482083,56
1734578283.0027227,53
1734578283.0488915,56
1734578283.1041205,49
1734578283.148602,51
1734578283.2055123,53
1734578283.2544987,51
1734578283.2997987,58
1734578283.349519,64
1734578283.405653,54
1734578283.4548736,54
1734578283.504592,54
1734578283.5491042,54
1734578283.5987606,54
1734578283.6553543,53
1734578283.704743,51
1734578283.7557046,53
1734578283.79886,57
1734578283.8554144,55
1734578283.898615,55
1734578283.9553907,55
1734578283.998629,58
1734578284.0637171,61
1734578284.1040015,62
1734578284.155977,68
1734578284.2107902,59
1734578284.2637677,59
1734578284.3138049,63
1734578284.3568335,63
1734578284.399853,56
1734578284.4636319,58
1734578284.5136597,58
1734578284.5622613,60
1734578284.6056023,60
1734578284.6655428,58
1734578284.7148728,56
1734578284.7637675,58
1734578284.8154635,60
1734578284.8650007,59
1734578284.9138734,55
1734578284.963822,55
1734578285.0149055,55
1734578285.0637114,55
1734578285.1152592,58
1734578285.165254,57
1734578285.2152681,55
1734578285.2652454,56
1734578285.3147163,56
1734578285.3637476,54
1734578285.4154882,57
1734578285.4679475,57
1734578285.5161426,55
1734578285.565422,58
1734578285.6155686,58
1734578285.6650133,61
1734578285.7139833,58
1734578285.771097,57
1734578285.8150148,55
1734578285.8655658,55
1734578285.9151466,53
1734578285.9713385,53
1734578286.017206,51
1734578286.0652342,54
1734578286.1148357,49
1734578286.1703062,50
1734578286.215109,48
1734578286.2671168,49
1734578286.316405,49
1734578286.3694766,51
1734578286.421059,49
1734578286.4714484,50
1734578286.5214446,48
1734578286.5714173,52
1734578286.6223378,48
1734578286.6660967,50
1734578286.7157016,51
1734578286.7655566,49
1734578286.815434,48
1734578286.8726556,50
1734578286.9162316,50
1734578286.9716363,50
1734578287.0156019,52
1734578287.0725307,51
1734578287.116777,52
1734578287.166105,51
1734578287.2298334,54
1734578287.271278,51
1734578287.315695,49
1734578287.3663106,49
1734578287.4224563,50
1734578287.4700718,59
1734578287.528575,58
1734578287.565205,61
1734578287.6311002,56
1734578287.679024,55
1734578287.715556,61
1734578287.7824712,58
1734578287.8306205,61
1734578287.8809776,55
1734578287.9302013,59
1734578287.9818923,57
1734578288.0315905,55
1734578288.0808854,57
1734578288.1306949,57
1734578288.1818953,77
1734578288.2306013,67
1734578288.2817147,63
1734578288.330622,68
1734578288.3818738,62
1734578288.4306011,62
1734578288.4825962,60
1734578288.5317369,58
1734578288.5806615,64
1734578288.6322699,57
1734578288.6819208,56
1734578288.7305784,60
1734578288.7823212,53
1734578288.8326223,55
1734578288.8806787,60
1734578288.9375613,54
1734578288.9818022,58
1734578289.0324664,53
1734578289.0817375,57
1734578289.1323273,58
1734578289.1823728,57
1734578289.2323265,53
1734578289.2887712,54
1734578289.3317525,54
1734578289.3884332,50
1734578289.431894,52
1734578289.484089,54
1734578289.5335524,50
1734578289.5824845,51
1734578289.638348,48
1734578289.6826024,49
1734578289.7325969,49
1734578289.78869,52
1734578289.8324015,54
1734578289.8824515,52
1734578289.9323907,51
1734578289.982179,52
1734578290.032173,51
1734578290.082676,47
1734578290.1323636,50
1734578290.1814876,53
1734578290.2313292,54
1734578290.2825825,53
1734578290.3392315,51
1734578290.389074,50
1734578290.432419,46
1734578290.4869063,53
1734578290.5392783,55
1734578290.5884101,54
1734578290.6323998,53
1734578290.6947849,57
1734578290.7396455,52
1734578290.7968817,52
1734578290.839516,48
1734578290.8825192,53
1734578290.9486868,54
1734578290.997488,53
1734578291.042124,54
1734578291.0909498,54
1734578291.1485696,56
1734578291.1981905,59
1734578291.2474568,55
1734578291.2970688,58
1734578291.3486164,61
1734578291.3975286,59
1734578291.447526,58
1734578291.4989836,58
1734578291.5488222,58
1734578291.5989473,57
1734578291.6474695,55
1734578291.6993678,55
1734578291.7486327,55
1734578291.798879,58
1734578291.8477492,52
1734578291.8990254,54
1734578291.9494967,51
1734578291.9991813,49
1734578292.049363,48
1734578292.0992985,48
1734578292.14951,47
1734578292.1990192,48
1734578292.249443,47
1734578292.298683,48
1734578292.3474863,47
1734578292.3988752,46
1734578292.455141,48
1734578292.4987168,47
1734578292.548866,49
1734578292.5988455,47
1734578292.655114,47
1734578292.705863,47
1734578292.7485404,45
1734578292.799092,46
1734578292.8491397,46
1734578292.905483,49
1734578292.9491773,49
1734578292.9996068,49
1734578293.0494258,46
1734578293.0996714,44
1734578293.1554177,45
1734578293.199179,43
1734578293.2495306,45
1734578293.2990396,45
1734578293.3585572,50
1734578293.3991656,57
1734578293.4553716,54
1734578293.4999068,53
1734578293.5617466,53
1734578293.5989017,49
1734578293.6488633,48
1734578293.7028153,53
1734578293.7598834,53
1734578293.8083498,56
1734578293.8569393,54
1734578293.9047704,55
1734578293.9564095,55
1734578294.0062225,55
1734578294.0494282,55
1734578294.1143188,51
1734578294.1525598,57
1734578294.1987782,54
1734578294.248742,56
1734578294.3147867,53
1734578294.3647544,50
1734578294.4138505,51
1734578294.449088,51
1734578294.5159507,54
1734578294.5642471,56
1734578294.6144266,53
1734578294.665539,58
1734578294.7154276,55
1734578294.76598,53
1734578294.8142183,51
1734578294.865214,51
1734578294.9156995,54
1734578294.9643807,60
1734578295.0143824,62
1734578295.0664284,64
1734578295.116375,63
1734578295.1657212,60
1734578295.2148986,58
1734578295.2788253,57
1734578295.332047,58
1734578295.3662415,60
1734578295.4158049,62
1734578295.4679127,57
1734578295.5159025,56
1734578295.5643466,53
1734578295.6157076,53
1734578295.665963,55
1734578295.7153494,52
1734578295.7644405,54
1734578295.8160136,50
1734578295.867634,50
1734578295.9155757,50
1734578295.9673703,52
1734578296.0161378,54
1734578296.0725517,56
1734578296.115614,57
1734578296.1679122,54
1734578296.2224927,53
1734578296.2724845,54
1734578296.3163273,54
1734578296.3660922,55
1734578296.4224102,53
1734578296.469238,53
1734578296.5159738,57
1734578296.566284,53
1734578296.6161005,54
1734578296.6657867,53
1734578296.7247827,49
1734578296.765869,53
1734578296.8232427,52
1734578296.8658195,50
1734578296.9230747,53
1734578296.9684598,51
1734578297.015893,51
1734578297.0657296,52
1734578297.122001,51
1734578297.1726692,50
1734578297.2158697,50
1734578297.270566,57
1734578297.3296225,56
1734578297.3661375,64
1734578297.4158115,60
1734578297.4811676,56
1734578297.529235,53
1734578297.566977,52
1734578297.622122,49
1734578297.6814585,50
1734578297.7312238,48
1734578297.7807708,47
1734578297.8331687,47
1734578297.8811345,45
1734578297.9312112,47
1734578297.9811358,47
1734578298.032839,49
1734578298.0826,47
1734578298.1312423,46
1734578298.1812363,48
1734578298.232964,47
1734578298.2824602,51
1734578298.3328233,49
1734578298.3825767,49
1734578298.4329407,51
1734578298.4812732,56
1734578298.5324986,56
1734578298.5822217,58
1734578298.6328123,54
1734578298.6832252,51
1734578298.7325618,49
1734578298.7826664,50
1734578298.8328023,49
1734578298.88282,50
1734578298.9328506,48
1734578298.9830008,51
1734578299.0356922,48
1734578299.0824904,48
1734578299.1363845,50
1734578299.1859457,56
1734578299.2328324,54
1734578299.2826333,51
1734578299.3324168,50
1734578299.3829563,52
1734578299.439385,52
1734578299.482949,52
1734578299.5397494,50
1734578299.5884597,49
1734578299.6329482,49
1734578299.689334,49
1734578299.7396948,51
1734578299.791591,50
1734578299.833308,50
1734578299.8831391,49
1734578299.932842,47
1734578299.9867527,45
1734578300.033652,45
1734578300.089181,43
1734578300.1397655,43
1734578300.1899893,44
1734578300.2343872,52
1734578300.2899659,48
1734578300.3402128,46
1734578300.3890605,45
1734578300.4391298,48
1734578300.489763,45
1734578300.5327363,45
1734578300.5828614,47
1734578300.6439967,48
1734578300.6921349,52
1734578300.7328815,51
1734578300.7980525,78
1734578300.8479974,69
1734578300.8961148,64
1734578300.9330041,60
1734578300.9993334,64
1734578301.0481231,63
1734578301.0979853,61
1734578301.1454926,60
1734578301.1994758,60
1734578301.2480822,54
1734578301.2980933,55
1734578301.3479722,54
1734578301.4002986,54
1734578301.4491699,56
1734578301.4991982,52
1734578301.547967,54
1734578301.6006932,54
1734578301.6493833,52
1734578301.699482,52
1734578301.7496397,51
1734578301.7992818,55
1734578301.8480308,54
1734578301.899604,54
1734578301.9491012,52
1734578302.003482,53
1734578302.0496914,54
1734578302.1058002,54
1734578302.1546447,50
1734578302.20078,51
1734578302.2495396,49
1734578302.299484,51
1734578302.3510952,48
1734578302.3997195,50
1734578302.45134,50
1734578302.5030968,53
1734578302.5522137,53
1734578302.6194613,52
1734578302.654111,53
1734578302.700012,54
1734578302.7497072,50
1734578302.7995558,50
1734578302.8499393,50
1734578302.9066386,49
1734578302.9558656,51
1734578303.0062728,50
1734578303.049856,48
1734578303.0995867,46
1734578303.1499474,46
1734578303.199792,46
1734578303.2496817,50
1734578303.2996068,46
1734578303.3497496,48
1734578303.3993692,46
1734578303.461515,45
1734578303.5056741,43
1734578303.5495877,41
1734578303.606736,43
1734578303.6617544,46
1734578303.6993053,48
1734578303.755738,46
1734578303.8128183,47
1734578303.862792,47
1734578303.905857,47
1734578303.9649136,50
1734578304.0142956,54
1734578304.0628107,51
1734578304.0994146,51
1734578304.1657963,49
1734578304.2143717,48
1734578304.2634547,49
1734578304.3065064,49
1734578304.3661828,48
1734578304.414921,49
1734578304.4640665,47
1734578304.516527,46
1734578304.5660152,45
1734578304.6148095,45
1734578304.6643994,45
1734578304.7168117,45
1734578304.765953,45
1734578304.817418,45
1734578304.86603,44
1734578304.9164157,46
1734578304.9648254,48
1734578305.0165875,51
1734578305.0663548,53
1734578305.1163707,52
1734578305.1665604,54
1734578305.2168388,54
1734578305.2666397,61
1734578305.319584,63
1734578305.3692813,63
1734578305.4176497,64
1734578305.4683182,62
1734578305.5190983,66
1734578305.5659466,64
1734578305.6149833,66
1734578305.6663005,61
1734578305.7170668,62
1734578305.7667563,62
1734578305.8167455,61
1734578305.8725877,61
1734578305.9167151,60
1734578305.9686685,60
1734578306.015969,60
